62 (3060) 
7 (3076) 
52 (3185) 
5 (2971) 
42 (2714) 
3 (2839) 
64 (2631) 
66 (3021) 
60 (3149) 
40 (3170) 
25 (2860) 
46 (2556) 
36 (3099) 
58 (3195) 
48 (3013) 
44 (2612) 
29 (3181) 
34 (3040) 
56 (3021) 
9 (2874) 
34 36 56 60 29 62 (2646) 
36 5 7 40 58 62 (2637) 
3 36 56 58 60 29 (2577) 
66 7 40 34 48 29 (2606) 
7 48 52 56 29 62 (2626) 
66 7 48 56 58 29 (2596) 
36 5 7 40 52 60 (2686) 
66 7 40 34 48 52 (2599) 
66 40 48 58 60 62 (2729) 
36 48 25 58 60 29 (2699) 
36 7 40 48 56 29 (2678) 
66 5 40 48 29 62 (2560) 
34 36 5 40 56 29 (2616) 
66 36 40 34 58 29 (2763) 
66 5 7 40 34 58 (2629) 
66 40 48 56 58 62 (2593) 
34 40 52 60 29 62 (2844) 
66 36 7 40 58 60 (2784) 
66 40 48 25 58 29 (2588) 
34 36 5 52 60 62 (2628) 
66 40 9 34 52 60 (2583) 
66 36 5 56 58 29 (2562) 
48 52 56 58 60 29 (2792) 
66 3 36 40 58 29 (2586) 
36 40 48 56 60 62 (2674) 
36 5 7 58 60 62 (2606) 
66 5 56 60 29 62 (2584) 
66 7 40 48 58 29 (2729) 
3 7 40 56 58 29 (2605) 
66 36 7 34 58 29 (2677) 
34 7 48 56 60 29 (2580) 
34 36 5 58 29 62 (2677) 
36 7 48 58 29 62 (2724) 
3 40 48 58 60 29 (2625) 
34 7 48 52 60 62 (2587) 
66 48 56 58 60 29 (2689) 
66 40 48 60 29 62 (2721) 
36 40 48 56 58 62 (2700) 
34 40 25 58 60 62 (2559) 
3 36 52 58 60 62 (2589) 
66 36 40 48 52 56 (2644) 
66 36 56 58 60 62 (2658) 
66 36 7 40 34 60 (2659) 
66 36 5 40 58 29 (2710) 
34 7 40 48 56 60 (2560) 
34 7 48 52 58 29 (2735) 
66 48 25 58 60 29 (2612) 
7 40 25 58 29 62 (2600) 
36 40 48 58 60 62 (2810) 
34 7 48 58 29 62 (2618) 
66 40 9 58 60 62 (2585) 
66 7 34 48 52 29 (2618) 
66 36 7 40 29 62 (2661) 
34 9 52 56 60 29 (2593) 
66 40 48 58 29 62 (2721) 
66 36 48 56 60 62 (2581) 
40 48 58 60 29 62 (2823) 
3 36 40 48 52 29 (2611) 
34 7 40 9 52 58 (2615) 
34 5 7 40 56 60 (2583) 
34 7 40 48 58 62 (2608) 
36 5 56 58 60 62 (2579) 
66 5 7 60 29 62 (2614) 
66 34 48 60 29 62 (2614) 
36 5 7 40 48 29 (2626) 
66 7 34 56 58 29 (2634) 
36 40 48 56 29 62 (2685) 
5 48 56 58 60 29 (2587) 
36 48 52 56 60 62 (2683) 
34 3 40 52 29 62 (2581) 
66 36 7 56 29 62 (2557) 
36 5 7 58 29 62 (2647) 
66 36 5 52 56 29 (2558) 
36 9 48 52 58 60 (2637) 
34 5 7 56 60 29 (2599) 
66 34 48 52 58 62 (2609) 
66 7 40 48 56 58 (2577) 
66 40 48 52 56 62 (2588) 
36 5 40 56 60 62 (2567) 
34 36 7 40 48 58 (2697) 
66 36 56 58 60 29 (2740) 
48 52 56 25 58 29 (2569) 
34 36 9 52 58 60 (2610) 
66 36 52 25 60 29 (2631) 
5 40 48 56 60 29 (2569) 
34 7 40 60 29 62 (2745) 
36 7 9 52 58 29 (2649) 
36 5 7 56 60 29 (2564) 
66 36 5 52 58 60 (2723) 
66 36 7 34 52 29 (2669) 
34 5 7 48 60 29 (2573) 
66 7 9 52 60 29 (2593) 
34 40 9 56 60 29 (2578) 
36 7 48 52 25 58 (2602) 
66 36 25 58 60 29 (2640) 
5 7 52 56 29 62 (2620) 
34 36 5 52 58 29 (2778) 
36 7 40 48 58 62 (2716) 
5 40 48 58 29 62 (2656) 
66 5 7 58 60 29 (2720) 
36 5 40 52 56 29 (2674) 
66 36 7 40 48 52 (2697) 
66 40 52 25 60 29 (2673) 
66 40 48 56 60 29 (2667) 
5 40 52 58 60 62 (2789) 
3 52 58 60 29 62 (2682) 
7 40 9 52 56 58 (2623) 
66 7 48 52 58 60 (2746) 
34 3 7 40 60 29 (2576) 
66 5 34 52 60 29 (2740) 
66 36 40 56 60 62 (2644) 
7 9 52 58 60 29 (2709) 
34 48 52 25 58 60 (2574) 
36 40 52 25 58 29 (2745) 
66 3 40 52 29 62 (2567) 
40 9 52 56 60 62 (2601) 
5 7 52 58 60 29 (2799) 
36 40 9 48 58 60 (2623) 
66 7 34 60 29 62 (2655) 
5 7 40 48 60 29 (2628) 
34 36 5 52 56 60 (2589) 
3 40 52 56 58 29 (2675) 
36 40 52 56 60 62 (2761) 
66 36 7 48 52 56 (2570) 
7 40 9 52 60 29 (2688) 
34 40 52 25 58 29 (2676) 
7 40 48 52 56 62 (2619) 
66 40 56 60 29 62 (2733) 
34 7 52 60 29 62 (2748) 
7 40 48 52 56 60 (2682) 
66 36 7 34 52 58 (2670) 
66 36 5 52 60 29 (2720) 
66 40 52 58 60 62 (2866) 
34 40 9 56 58 29 (2614) 
66 7 40 9 60 29 (2580) 
34 7 40 52 25 58 (2571) 
66 40 52 25 60 62 (2575) 
66 3 52 60 29 62 (2582) 
36 40 42 58 60 29 (2572) 
66 36 52 58 60 62 (2784) 
7 52 56 60 29 62 (2765) 
66 52 25 58 60 29 (2696) 
3 7 40 52 58 62 (2626) 
66 36 7 40 60 62 (2665) 
66 7 52 56 58 62 (2653) 
66 36 40 56 60 29 (2718) 
36 5 40 52 29 62 (2731) 
36 40 52 25 58 62 (2647) 
34 40 9 60 29 62 (2588) 
34 36 5 48 52 62 (2560) 
34 7 48 52 29 62 (2609) 
34 36 5 7 48 58 (2573) 
36 40 52 56 60 29 (2835) 
36 48 52 56 58 60 (2779) 
66 7 40 52 58 60 (2870) 
34 40 52 25 58 62 (2578) 
34 40 52 56 60 62 (2730) 
52 56 25 58 60 29 (2652) 
3 40 52 56 29 62 (2609) 
66 7 40 52 58 62 (2751) 
34 36 5 58 60 29 (2742) 
66 36 34 52 56 60 (2628) 
36 7 58 60 29 62 (2792) 
3 40 52 60 29 62 (2667) 
66 52 56 60 29 62 (2742) 
36 7 52 58 60 62 (2788) 
66 40 52 58 60 29 (2977) 
36 7 40 52 56 60 (2748) 
66 3 58 60 29 62 (2591) 
66 40 34 56 60 62 (2632) 
66 36 48 52 56 60 (2667) 
36 7 40 52 56 62 (2705) 
3 7 40 52 58 29 (2730) 
7 40 52 60 29 62 (2863) 
66 7 52 25 60 29 (2586) 
66 3 40 60 29 62 (2576) 
66 5 40 48 52 58 (2652) 
36 52 58 60 29 62 (2893) 
66 7 52 56 60 62 (2653) 
66 36 7 40 56 60 (2629) 
66 34 25 58 60 29 (2580) 
34 5 7 52 58 60 (2728) 
34 36 7 60 29 62 (2660) 
66 34 56 58 60 62 (2644) 
66 3 7 40 58 29 (2606) 
3 40 48 52 58 60 (2616) 
66 5 7 48 58 60 (2574) 
34 36 40 25 58 29 (2618) 
66 7 52 25 58 29 (2585) 
66 5 7 40 52 60 (2692) 
34 40 52 56 60 29 (2808) 
66 3 7 40 52 29 (2597) 
3 7 52 56 58 29 (2626) 
3 36 7 40 60 29 (2613) 
34 3 40 66 58 29 (2563) 
36 5 7 48 52 29 (2636) 
34 36 48 52 58 60 (2796) 
66 3 7 40 58 60 (2606) 
66 7 40 52 56 62 (2639) 
66 36 40 34 56 60 (2612) 
7 40 25 58 60 29 (2683) 
66 36 5 40 34 52 (2629) 
5 40 56 60 29 62 (2659) 
66 40 34 56 60 29 (2705) 
34 36 7 40 58 60 (2765) 
7 48 52 58 60 62 (2722) 
34 5 40 9 52 60 (2561) 
66 36 5 7 40 58 (2605) 
7 48 56 58 29 62 (2631) 
5 7 40 48 58 60 (2630) 
66 36 5 56 60 29 (2563) 
7 40 52 56 60 29 (2838) 
66 34 56 58 60 29 (2725) 
66 5 40 34 52 62 (2627) 
7 56 25 58 60 29 (2563) 
36 7 40 48 29 62 (2709) 
66 36 7 40 58 62 (2665) 
34 40 48 52 29 62 (2705) 
34 5 56 60 29 62 (2608) 
34 36 5 40 48 58 (2660) 
34 7 40 48 58 29 (2721) 
36 7 48 56 60 62 (2588) 
66 36 34 48 60 29 (2708) 
7 40 48 58 29 62 (2735) 
34 36 5 40 48 29 (2657) 
34 5 40 58 29 62 (2763) 
5 7 40 60 29 62 (2687) 
34 40 48 60 29 62 (2690) 
66 36 7 48 58 29 (2727) 
34 36 5 40 58 60 (2728) 
5 7 40 58 60 62 (2690) 
36 40 9 52 60 62 (2594) 
66 5 40 48 58 62 (2564) 
34 36 40 48 58 29 (2803) 
36 5 7 40 48 60 (2605) 
36 7 48 56 29 62 (2605) 
66 5 34 58 60 62 (2647) 
34 36 5 40 52 56 (2615) 
34 52 25 60 29 62 (2559) 
36 7 52 25 58 60 (2638) 
66 40 42 52 58 29 (2581) 
34 5 40 60 29 62 (2719) 
36 56 25 58 60 29 (2590) 
36 9 48 52 60 29 (2632) 
66 9 52 56 60 29 (2584) 
66 36 34 48 56 60 (2556) 
5 9 52 58 29 62 (2568) 
34 36 7 40 56 62 (2588) 
34 5 40 56 29 62 (2641) 
3 36 7 48 58 29 (2572) 
66 34 48 58 29 62 (2614) 
36 5 7 40 58 60 (2696) 
66 5 7 56 60 29 (2571) 
34 5 7 40 58 29 (2761) 
34 48 56 60 29 62 (2580) 
36 5 40 9 52 29 (2557) 
66 36 5 40 34 60 (2638) 
36 40 9 48 52 60 (2616) 
7 48 56 58 60 29 (2703) 
36 7 40 48 58 29 (2833) 
66 7 40 56 58 29 (2721) 
66 5 7 58 60 62 (2616) 
5 40 52 56 60 29 (2727) 
36 40 25 58 60 29 (2728) 
66 36 40 48 56 29 (2641) 
34 40 48 25 58 60 (2560) 
40 9 52 58 60 29 (2798) 
66 40 9 52 60 29 (2682) 
66 36 34 48 58 29 (2707) 
34 5 40 58 60 62 (2723) 
34 5 9 52 60 29 (2575) 
7 48 52 25 58 60 (2603) 
66 36 7 48 58 60 (2731) 
66 36 5 34 48 29 (2575) 
66 36 5 34 58 60 (2655) 
66 34 48 52 58 60 (2728) 
34 36 48 25 58 60 (2563) 
34 3 36 40 58 29 (2590) 
40 9 52 56 60 29 (2680) 
5 7 52 58 60 62 (2692) 
66 7 58 60 29 62 (2773) 
36 40 9 52 56 60 (2589) 
34 5 7 58 60 29 (2735) 
66 36 5 7 52 60 (2615) 
36 40 42 52 58 29 (2590) 
34 5 48 58 60 29 (2676) 
5 7 40 56 60 29 (2642) 
34 3 40 66 60 29 (2563) 
3 7 40 58 29 62 (2635) 
34 36 48 52 25 58 (2573) 
66 5 7 48 60 29 (2573) 
36 7 48 52 60 29 (2824) 
7 40 48 52 56 29 (2699) 
66 36 40 48 52 58 (2811) 
36 7 40 58 60 29 (2901) 
7 52 58 60 29 62 (2878) 
5 7 40 52 56 58 (2683) 
66 40 48 52 58 29 (2829) 
34 48 56 58 29 62 (2604) 
66 36 34 58 29 62 (2665) 
66 34 52 25 58 29 (2572) 
66 34 48 52 56 29 (2573) 
34 5 40 9 52 29 (2596) 
34 36 40 60 29 62 (2756) 
34 48 58 60 29 62 (2702) 
66 7 48 52 56 60 (2596) 
36 40 48 52 25 29 (2682) 
66 7 40 56 58 62 (2644) 
36 40 9 58 60 29 (2709) 
34 36 40 56 60 62 (2638) 
7 48 52 60 29 62 (2715) 
66 36 34 58 60 62 (2669) 
34 40 56 60 29 62 (2731) 
66 40 34 52 56 62 (2627) 
66 36 48 52 56 58 (2666) 
66 40 34 52 60 62 (2745) 
66 56 58 60 29 62 (2747) 
66 36 5 52 56 60 (2562) 
66 40 34 60 29 62 (2750) 
5 40 52 58 29 62 (2828) 
34 36 7 48 52 56 (2576) 
34 3 52 56 58 29 (2584) 
66 40 25 58 60 29 (2682) 
34 36 52 58 60 62 (2763) 
7 40 9 58 60 62 (2582) 
34 36 48 52 29 62 (2691) 
5 52 25 58 60 29 (2606) 
36 5 7 48 52 58 (2638) 
34 36 40 58 29 62 (2800) 
36 9 56 58 60 29 (2609) 
7 40 48 52 25 58 (2595) 
40 9 56 58 60 29 (2684) 
66 40 34 52 58 62 (2745) 
36 7 40 58 60 62 (2784) 
36 40 9 52 58 62 (2633) 
7 40 52 25 58 62 (2596) 
7 9 52 58 60 62 (2586) 
34 40 52 58 60 62 (2848) 
66 40 9 56 58 29 (2567) 
66 34 52 56 60 62 (2639) 
3 36 40 52 29 62 (2607) 
34 36 40 52 60 62 (2751) 
66 36 52 56 29 62 (2645) 
66 34 56 60 29 62 (2640) 
34 5 48 52 58 60 (2671) 
66 36 40 9 60 29 (2593) 
48 52 56 60 29 62 (2696) 
34 36 40 52 56 62 (2677) 
66 36 52 60 29 62 (2776) 
34 36 40 56 60 29 (2716) 
66 40 9 34 52 58 (2582) 
66 36 40 52 25 58 (2614) 
34 5 7 48 58 29 (2597) 
66 40 34 25 58 60 (2563) 
66 7 40 34 52 62 (2636) 
34 40 52 56 29 62 (2770) 
34 36 40 9 52 60 (2591) 
40 48 52 25 58 60 (2695) 
34 3 36 52 60 29 (2572) 
66 7 40 25 58 29 (2571) 
66 40 9 34 60 29 (2589) 
7 40 52 56 60 62 (2758) 
36 7 40 9 52 29 (2628) 
66 9 56 58 60 29 (2588) 
36 9 48 58 60 29 (2639) 
36 5 48 52 56 29 (2582) 
66 40 52 56 60 62 (2736) 
34 3 66 52 58 29 (2577) 
3 40 52 56 58 60 (2642) 
34 40 56 58 60 62 (2735) 
34 36 40 9 58 29 (2633) 
34 40 52 25 58 60 (2653) 
34 48 52 25 60 29 (2571) 
34 7 52 56 60 62 (2648) 
36 40 52 56 29 62 (2792) 
7 40 52 25 58 29 (2700) 
34 40 52 58 60 29 (2959) 
36 40 52 60 29 62 (2878) 
66 7 34 52 58 29 (2765) 
66 5 48 52 58 29 (2668) 
40 52 58 60 29 62 (2975) 
66 36 52 25 58 60 (2638) 
66 36 40 56 58 60 (2725) 
5 40 48 52 56 58 (2594) 
3 36 40 48 52 58 (2611) 
36 5 48 52 58 60 (2723) 
7 48 52 58 60 29 (2849) 
34 40 9 56 58 60 (2579) 
66 40 52 58 29 62 (2858) 
66 36 52 58 29 62 (2776) 
5 40 48 52 58 60 (2729) 
66 7 34 58 60 29 (2774) 
7 40 9 56 58 29 (2628) 
66 36 9 52 60 29 (2606) 
36 52 56 25 58 60 (2598) 
7 9 52 56 58 60 (2608) 
66 36 52 58 60 29 (2904) 
66 5 7 52 58 60 (2711) 
34 7 40 52 56 29 (2760) 
66 40 48 52 25 29 (2579) 
34 5 7 40 48 60 (2557) 
66 5 40 34 48 52 (2578) 
34 5 7 52 58 62 (2663) 
34 40 9 52 56 29 (2610) 
66 3 36 40 52 58 (2577) 
36 40 48 52 25 60 (2677) 
66 3 52 56 58 60 (2564) 
66 25 58 60 29 62 (2592) 
36 5 48 56 60 29 (2562) 
66 5 40 48 58 60 (2663) 
34 36 7 40 56 29 (2668) 
34 7 9 52 58 60 (2598) 
66 40 52 56 60 29 (2810) 
66 5 40 34 48 58 (2586) 
66 3 48 58 60 29 (2563) 
66 40 9 34 52 29 (2581) 
5 7 40 58 60 29 (2790) 
40 56 25 58 29 62 (2583) 
66 52 58 60 29 62 (2873) 
34 36 5 56 60 29 (2590) 
36 40 52 25 58 60 (2730) 
7 40 9 52 58 60 (2687) 
36 7 48 56 60 29 (2678) 
66 5 7 52 56 29 (2566) 
66 7 34 52 58 62 (2648) 
66 5 48 52 58 62 (2566) 
36 7 40 48 52 62 (2705) 
34 40 48 52 25 29 (2566) 
34 5 52 60 29 62 (2721) 
66 5 40 52 56 62 (2571) 
34 36 40 48 58 62 (2692) 
66 36 5 40 48 58 (2637) 
66 5 34 58 60 29 (2748) 
36 7 40 52 58 29 (2934) 
66 5 34 52 58 62 (2638) 
34 36 40 9 52 58 (2627) 
36 5 52 56 60 62 (2574) 
40 48 52 25 60 62 (2585) 
7 9 52 56 58 29 (2645) 
34 36 7 48 58 29 (2718) 
66 48 52 58 60 29 (2853) 
66 5 34 60 29 62 (2643) 
66 36 56 60 29 62 (2650) 
36 5 58 60 29 62 (2711) 
36 7 48 52 56 62 (2607) 
66 48 52 58 29 62 (2725) 
34 5 7 40 58 62 (2661) 
34 36 40 48 56 60 (2628) 
3 7 40 60 29 62 (2602) 
34 36 5 7 58 62 (2575) 
66 7 40 48 52 56 (2573) 
36 40 48 52 58 29 (2934) 
5 40 58 60 29 62 (2795) 
3 5 7 52 58 29 (2559) 
5 40 48 52 56 29 (2588) 
66 40 34 48 56 58 (2560) 
3 36 48 58 60 29 (2624) 
66 36 40 48 56 62 (2567) 
34 5 7 58 29 62 (2670) 
66 40 34 48 58 60 (2716) 
66 48 52 56 60 29 (2685) 
66 36 40 48 58 29 (2814) 
36 52 56 25 60 29 (2587) 
66 36 40 48 52 29 (2804) 
36 5 40 56 58 62 (2613) 
3 40 56 60 29 62 (2580) 
66 36 7 56 58 60 (2651) 
66 5 56 58 60 29 (2659) 
34 5 7 52 60 62 (2619) 
36 48 52 56 58 29 (2791) 
34 7 40 56 58 29 (2764) 
34 5 7 58 60 62 (2628) 
66 36 48 56 29 62 (2573) 
40 48 52 58 60 29 (2936) 
66 5 40 52 58 62 (2701) 
66 36 40 48 58 60 (2822) 
34 5 7 40 56 29 (2625) 
34 7 40 48 52 58 (2714) 
34 36 5 7 60 29 (2639) 
40 9 52 56 58 60 (2685) 
66 5 7 48 52 58 (2563) 
66 7 40 52 60 29 (2867) 
3 36 40 48 58 29 (2620) 
66 36 48 56 58 29 (2663) 
34 7 40 48 56 29 (2582) 
66 36 7 34 48 58 (2602) 
66 40 48 52 58 62 (2718) 
66 40 48 58 60 29 (2840) 
36 7 40 48 56 60 (2661) 
36 48 25 58 60 62 (2591) 
40 48 25 58 60 62 (2595) 
66 36 48 58 60 29 (2838) 
66 7 40 34 48 58 (2607) 
66 36 7 58 60 29 (2804) 
34 36 40 48 56 29 (2648) 
66 40 48 56 58 29 (2666) 
36 5 52 58 60 29 (2810) 
66 48 52 25 58 29 (2602) 
66 5 40 58 60 62 (2712) 
66 36 5 40 60 62 (2615) 
34 36 40 48 52 58 (2798) 
66 5 40 34 58 60 (2734) 
3 40 52 56 58 62 (2609) 
66 7 40 48 58 60 (2733) 
66 40 48 52 56 60 (2670) 
34 36 5 58 60 62 (2637) 
34 7 58 60 29 62 (2757) 
34 36 7 40 48 56 (2558) 
66 40 34 48 58 29 (2712) 
34 9 52 58 29 62 (2627) 
34 7 40 56 58 62 (2685) 
40 56 25 60 29 62 (2556) 
36 40 48 52 56 58 (2781) 
66 7 40 48 52 29 (2719) 
34 5 48 58 29 62 (2591) 
7 40 48 52 58 60 (2831) 
36 40 48 56 58 29 (2771) 
66 5 52 58 29 62 (2710) 
66 48 52 56 58 60 (2692) 
34 40 48 52 58 29 (2820) 
66 40 25 60 29 62 (2577) 
36 40 48 58 60 29 (2921) 
34 40 9 52 29 62 (2617) 
34 5 7 52 56 58 (2640) 
34 5 40 9 58 29 (2603) 
3 36 48 52 58 29 (2637) 
66 3 52 56 58 29 (2564) 
3 36 40 60 29 62 (2583) 
66 34 48 58 60 29 (2733) 
34 36 5 40 58 62 (2670) 
34 5 52 56 60 62 (2607) 
34 36 5 7 29 62 (2573) 
40 52 25 60 29 62 (2674) 
36 5 7 40 52 62 (2626) 
34 40 52 58 29 62 (2888) 
34 5 40 48 52 58 (2677) 
66 3 40 52 60 29 (2670) 
36 5 40 48 58 62 (2637) 
5 40 52 25 60 29 (2587) 
34 3 7 40 52 60 (2569) 
66 52 25 58 29 62 (2582) 
36 5 40 48 56 29 (2567) 
5 7 52 58 29 62 (2733) 
66 34 48 52 58 29 (2724) 
34 5 40 52 60 62 (2714) 
3 36 52 58 29 62 (2622) 
52 56 25 60 29 62 (2566) 
5 52 56 58 60 62 (2671) 
34 7 52 56 29 62 (2690) 
66 36 34 52 58 62 (2660) 
34 5 48 58 60 62 (2571) 
5 7 40 48 52 58 (2643) 
66 36 5 48 52 58 (2646) 
40 9 56 58 29 62 (2637) 
7 40 9 56 58 60 (2591) 
40 52 56 25 58 60 (2640) 
34 7 40 52 58 29 (2895) 
66 36 40 34 52 56 (2607) 
5 40 48 52 58 29 (2748) 
34 36 5 52 58 62 (2672) 
40 52 25 58 29 62 (2701) 
66 36 7 58 60 62 (2680) 
3 40 52 56 60 29 (2642) 
7 52 56 25 58 60 (2565) 
34 52 25 58 60 29 (2671) 
66 36 34 58 60 29 (2784) 
34 5 7 40 48 52 (2572) 
66 40 34 52 56 29 (2700) 
66 5 34 52 60 62 (2638) 
5 7 48 52 58 60 (2639) 
34 40 58 60 29 62 (2853) 
5 40 48 52 60 29 (2725) 
66 7 40 52 56 60 (2721) 
66 3 7 52 58 29 (2621) 
66 40 25 58 29 62 (2577) 
66 7 34 52 58 60 (2767) 
66 48 52 25 60 29 (2603) 
36 40 9 52 29 62 (2625) 
66 36 34 52 58 29 (2775) 
34 3 52 58 29 62 (2593) 
66 7 40 58 60 29 (2877) 
66 36 40 52 56 58 (2720) 
34 36 52 58 60 29 (2884) 
5 40 52 25 58 60 (2590) 
36 7 52 25 58 29 (2660) 
36 5 40 48 29 62 (2630) 
7 40 52 56 29 62 (2795) 
66 36 48 52 58 62 (2707) 
34 36 52 25 58 60 (2609) 
34 7 40 9 58 29 (2623) 
34 36 7 40 52 56 (2665) 
66 3 7 52 60 29 (2621) 
36 40 52 56 25 60 (2575) 
66 7 9 52 58 60 (2592) 
7 52 56 25 60 29 (2560) 
36 9 52 56 60 29 (2605) 
66 34 52 56 60 29 (2721) 
66 40 34 25 60 29 (2560) 
66 5 40 52 56 29 (2636) 
3 36 7 52 58 29 (2663) 
36 5 7 40 52 58 (2729) 
66 7 40 56 29 62 (2640) 
34 7 40 9 52 60 (2579) 
40 48 52 56 60 62 (2695) 
36 40 56 25 58 29 (2593) 
36 5 48 52 56 58 (2588) 
34 36 40 52 56 29 (2755) 
66 40 42 52 60 29 (2582) 
34 3 40 52 56 58 (2561) 
36 5 52 56 60 29 (2649) 
34 52 25 58 60 62 (2563) 
34 7 40 48 52 62 (2599) 
36 7 40 56 58 29 (2789) 
66 48 52 58 60 62 (2733) 
48 52 25 58 60 29 (2708) 
5 40 9 58 29 62 (2566) 
66 7 56 58 29 62 (2654) 
34 36 48 52 56 62 (2577) 
36 7 40 52 58 62 (2817) 
5 52 56 58 60 29 (2745) 
34 52 58 60 29 62 (2856) 
36 40 48 52 58 62 (2825) 
34 5 40 48 58 62 (2584) 
66 7 40 58 60 62 (2762) 
40 48 52 58 29 62 (2836) 
66 7 40 52 60 62 (2751) 
34 40 56 58 60 29 (2812) 
36 7 40 60 29 62 (2777) 
34 36 5 48 52 60 (2646) 
36 7 48 52 58 29 (2848) 
66 40 34 52 29 62 (2741) 
66 36 7 48 29 62 (2599) 
36 7 40 25 58 60 (2623) 
66 48 52 56 60 62 (2602) 
5 7 52 60 29 62 (2689) 
66 36 40 48 58 62 (2703) 
34 7 40 48 52 56 (2579) 
66 7 40 58 29 62 (2758) 
66 5 7 52 56 60 (2568) 
34 5 58 60 29 62 (2730) 
7 48 58 60 29 62 (2726) 
36 48 52 56 58 62 (2709) 
66 7 48 52 56 58 (2595) 
66 5 34 52 56 29 (2591) 
66 36 7 34 52 60 (2671) 
3 7 58 60 29 62 (2617) 
66 5 40 52 58 29 (2796) 
34 5 52 56 58 60 (2685) 
36 9 52 58 29 62 (2637) 
40 48 25 58 29 62 (2600) 
66 7 34 58 60 62 (2657) 
36 40 9 48 60 29 (2618) 
34 42 52 58 60 29 (2568) 
34 48 52 58 29 62 (2717) 
36 7 40 56 58 62 (2710) 
36 7 48 52 56 60 (2680) 
34 5 40 52 58 60 (2816) 
66 36 48 56 58 62 (2581) 
66 9 52 56 58 60 (2587) 
36 7 9 52 60 29 (2613) 
66 7 40 34 52 56 (2611) 
34 36 40 58 60 29 (2871) 
40 48 25 58 60 29 (2693) 
3 36 7 58 29 62 (2557) 
66 36 48 58 60 62 (2718) 
7 48 56 60 29 62 (2607) 
34 5 40 52 56 60 (2668) 
34 36 40 48 56 62 (2570) 
3 36 7 58 60 29 (2638) 
66 40 34 48 56 29 (2557) 
66 7 40 48 52 58 (2722) 
66 36 7 48 56 60 (2575) 
5 7 40 56 29 62 (2613) 
66 36 5 7 58 60 (2625) 
66 36 5 40 60 29 (2711) 
5 7 40 56 58 60 (2644) 
34 40 48 58 60 62 (2694) 
66 36 5 34 58 29 (2651) 
34 5 40 56 58 29 (2712) 
7 40 48 25 58 60 (2588) 
66 36 5 34 52 58 (2646) 
34 36 48 25 58 29 (2577) 
66 5 40 34 56 60 (2582) 
66 40 34 48 58 62 (2606) 
34 36 48 56 29 62 (2578) 
66 36 34 48 52 58 (2702) 
34 36 7 58 60 29 (2785) 
66 9 48 52 58 60 (2558) 
36 25 58 60 29 62 (2633) 
66 36 7 48 60 29 (2728) 
66 5 7 40 52 58 (2691) 
66 5 40 34 56 29 (2578) 
36 7 40 48 58 60 (2816) 
34 36 40 25 60 29 (2592) 
66 7 40 48 56 29 (2574) 
34 36 40 48 25 58 (2558) 
34 40 48 52 58 62 (2709) 
5 7 56 60 29 62 (2581) 
66 36 5 58 60 62 (2628) 
5 40 25 58 60 29 (2596) 
34 36 40 9 52 29 (2626) 
36 7 40 48 52 25 (2577) 
66 40 34 25 58 29 (2559) 
34 36 5 40 52 29 (2760) 
66 34 48 58 60 62 (2618) 
34 36 56 58 60 62 (2650) 
34 36 5 40 58 29 (2768) 
34 5 52 56 60 29 (2682) 
34 48 52 56 58 60 (2670) 
66 36 7 48 56 58 (2574) 
66 40 9 52 29 62 (2573) 
66 5 7 52 56 58 (2567) 
40 9 48 52 58 60 (2641) 
34 36 5 56 58 60 (2593) 
5 7 40 58 29 62 (2731) 
34 5 7 40 52 56 (2622) 
66 36 7 48 58 62 (2603) 
66 5 48 58 29 62 (2573) 
7 40 48 25 58 29 (2599) 
36 40 9 48 58 29 (2634) 
66 3 40 52 58 29 (2670) 
34 5 40 52 29 62 (2754) 
66 5 52 56 60 62 (2583) 
66 36 34 48 29 62 (2588) 
36 7 48 52 56 58 (2704) 
36 48 52 56 25 58 (2562) 
34 36 40 58 60 62 (2760) 
34 5 40 52 60 29 (2813) 
34 36 5 40 48 62 (2558) 
66 40 34 48 52 62 (2597) 
9 52 56 58 29 62 (2644) 
34 36 7 56 29 62 (2598) 
66 36 5 34 52 29 (2643) 
36 5 40 52 56 60 (2635) 
5 7 56 58 29 62 (2625) 
34 36 40 52 58 62 (2795) 
36 40 9 52 56 29 (2620) 
36 5 40 48 52 58 (2729) 
34 36 56 58 60 29 (2737) 
5 9 52 58 60 29 (2633) 
3 7 40 52 60 62 (2593) 
40 48 56 60 29 62 (2687) 
36 48 52 58 29 62 (2825) 
7 52 25 58 60 62 (2584) 
7 48 56 58 60 62 (2614) 
66 36 40 48 52 25 (2568) 
36 7 52 56 60 29 (2765) 
34 5 40 9 58 60 (2568) 
36 48 52 25 60 62 (2581) 
36 5 40 48 58 60 (2714) 
5 40 52 56 60 62 (2659) 
36 7 56 58 60 29 (2769) 
66 40 9 52 60 62 (2577) 
66 36 34 52 60 62 (2660) 
66 3 40 52 60 62 (2567) 
66 36 34 56 60 29 (2629) 
66 7 40 48 52 60 (2723) 
66 52 25 58 60 62 (2590) 
66 7 40 34 56 60 (2616) 
36 5 48 52 58 29 (2743) 
34 7 48 52 58 60 (2712) 
34 36 52 25 58 29 (2633) 
9 52 56 58 60 62 (2613) 
66 3 7 40 60 29 (2606) 
66 36 34 52 56 58 (2627) 
3 36 40 52 60 29 (2678) 
66 48 52 25 58 60 (2610) 
66 36 7 52 58 29 (2793) 
