25 (4686) 
21 (4211) 
44 (4508) 
56 (5007) 
9 (4713) 
7 (5062) 
5 (4828) 
3 (4703) 
58 (5181) 
48 (4938) 
29 (5167) 
42 (4165) 
60 (5135) 
34 (4983) 
62 (5003) 
52 (5171) 
74 (4393) 
40 (5113) 
36 (5085) 
31 (4145) 
66 (4749) 
27 (4191) 
34 7 40 48 52 62 (4438) 
34 7 9 56 58 29 (4339) 
36 7 40 56 58 29 (4732) 
3 36 9 52 58 29 (4189) 
66 48 52 58 60 62 (4400) 
34 3 36 52 56 62 (4197) 
36 7 40 44 60 29 (4189) 
48 52 25 58 60 29 (4473) 
3 7 48 56 58 62 (4207) 
5 40 9 58 29 62 (4276) 
34 36 5 40 56 62 (4405) 
66 7 56 58 29 62 (4382) 
34 36 48 52 56 62 (4416) 
36 7 40 52 58 62 (4760) 
66 36 40 34 56 29 (4336) 
34 52 58 60 29 62 (4756) 
36 40 48 52 58 62 (4707) 
34 5 40 48 58 62 (4380) 
66 7 40 58 60 62 (4490) 
7 40 48 60 29 62 (4593) 
40 48 52 58 29 62 (4718) 
40 9 48 52 29 62 (4274) 
36 74 52 56 60 29 (4172) 
3 36 7 58 60 62 (4345) 
34 36 48 56 29 62 (4417) 
66 7 40 52 60 62 (4479) 
66 36 5 7 40 48 (4196) 
34 40 56 58 60 29 (4712) 
34 3 5 56 58 60 (4158) 
7 40 44 52 58 62 (4237) 
36 7 40 60 29 62 (4720) 
40 74 56 58 60 29 (4198) 
34 36 5 48 52 60 (4442) 
36 7 48 52 58 29 (4773) 
36 48 52 56 25 58 (4327) 
66 40 34 52 29 62 (4469) 
66 36 7 48 29 62 (4266) 
36 7 40 25 58 60 (4406) 
66 48 52 56 60 62 (4269) 
7 48 52 25 29 62 (4216) 
66 36 40 48 58 62 (4370) 
34 3 5 7 40 29 (4217) 
34 7 40 48 52 56 (4418) 
34 3 36 48 56 60 (4194) 
36 5 52 25 58 62 (4171) 
36 5 7 9 58 29 (4184) 
66 7 40 58 29 62 (4486) 
3 5 40 52 60 62 (4226) 
66 5 7 52 56 60 (4296) 
34 5 40 9 29 62 (4219) 
34 5 58 60 29 62 (4587) 
34 3 40 48 29 62 (4199) 
36 48 52 56 58 62 (4591) 
34 40 9 48 52 29 (4232) 
66 7 48 52 56 58 (4262) 
36 5 7 48 56 58 (4295) 
66 5 34 52 56 29 (4319) 
66 3 36 40 52 58 (4183) 
66 36 34 56 58 62 (4275) 
3 7 58 60 29 62 (4438) 
3 7 40 48 60 62 (4268) 
34 36 5 7 48 56 (4233) 
66 5 40 52 58 29 (4524) 
3 5 7 40 52 56 (4151) 
34 5 7 40 56 62 (4412) 
36 9 52 58 29 62 (4433) 
34 36 56 60 29 62 (4546) 
66 7 34 58 60 62 (4385) 
36 40 9 48 60 29 (4353) 
34 48 52 58 29 62 (4556) 
36 7 40 56 58 62 (4653) 
34 3 7 48 52 60 (4257) 
36 7 48 52 56 60 (4605) 
34 9 48 56 58 60 (4171) 
34 3 5 40 56 58 (4173) 
34 5 40 52 58 60 (4673) 
34 7 48 58 29 62 (4457) 
66 36 5 34 52 56 (4226) 
66 36 48 56 58 62 (4248) 
36 5 9 60 29 62 (4152) 
66 9 52 56 58 60 (4168) 
36 7 9 52 60 29 (4452) 
7 9 48 56 58 29 (4245) 
34 48 56 25 60 29 (4157) 
34 5 48 56 58 60 (4323) 
40 48 25 58 60 29 (4415) 
66 36 5 7 40 56 (4185) 
3 36 7 58 29 62 (4378) 
66 36 48 58 60 62 (4385) 
36 5 48 56 60 62 (4283) 
7 48 56 60 29 62 (4489) 
34 5 40 52 56 60 (4525) 
34 36 40 48 56 62 (4409) 
3 36 7 58 60 29 (4502) 
3 36 7 40 48 60 (4346) 
66 40 34 48 56 29 (4224) 
34 9 48 52 56 29 (4182) 
66 7 40 48 52 58 (4389) 
66 36 7 48 56 60 (4242) 
5 7 9 52 56 29 (4178) 
5 7 40 56 29 62 (4470) 
34 5 7 40 9 58 (4210) 
66 36 5 7 58 60 (4353) 
66 36 5 40 60 29 (4439) 
7 40 48 56 25 58 (4183) 
3 5 40 52 58 60 (4311) 
7 40 48 58 60 29 (4717) 
34 40 48 58 60 62 (4533) 
66 36 5 34 58 29 (4379) 
34 56 25 58 60 29 (4318) 
66 36 5 7 40 34 (4261) 
36 5 9 56 58 29 (4174) 
34 5 40 56 58 29 (4569) 
40 9 48 52 56 60 (4258) 
66 36 5 40 56 29 (4272) 
3 36 5 40 48 29 (4160) 
7 40 48 25 58 60 (4310) 
66 3 36 40 58 60 (4192) 
66 36 5 34 52 58 (4374) 
34 36 48 25 58 29 (4299) 
66 5 40 34 56 60 (4310) 
66 40 34 48 58 62 (4273) 
36 52 56 25 60 62 (4295) 
66 36 34 48 52 58 (4369) 
34 36 7 58 60 29 (4728) 
5 40 9 52 56 60 (4215) 
52 56 25 58 60 29 (4478) 
66 5 7 34 48 29 (4165) 
34 36 5 40 25 58 (4181) 
3 5 7 40 52 58 (4273) 
3 5 40 52 60 29 (4311) 
36 40 9 48 60 62 (4245) 
7 40 48 25 60 62 (4200) 
66 36 7 48 60 29 (4395) 
66 5 7 40 52 58 (4419) 
66 5 40 34 56 29 (4306) 
36 5 7 40 25 58 (4149) 
34 36 40 25 60 29 (4332) 
66 7 40 48 56 29 (4241) 
34 36 40 48 25 58 (4237) 
34 40 48 52 58 62 (4548) 
40 9 48 52 56 29 (4269) 
5 7 56 60 29 62 (4438) 
66 36 5 58 60 62 (4356) 
9 48 52 58 29 62 (4286) 
66 36 7 40 48 56 (4219) 
5 40 25 58 60 29 (4293) 
34 48 25 58 60 29 (4300) 
34 7 48 52 58 60 (4594) 
34 36 40 9 52 29 (4379) 
7 48 56 25 58 60 (4233) 
34 5 7 9 52 60 (4182) 
36 5 7 40 52 60 (4543) 
34 3 40 48 56 58 (4176) 
34 36 5 40 52 29 (4617) 
66 34 48 58 60 62 (4285) 
3 36 7 40 56 62 (4267) 
34 36 5 40 58 29 (4625) 
34 48 52 56 25 29 (4171) 
5 9 52 58 60 62 (4243) 
3 7 40 48 52 56 (4255) 
34 36 7 9 52 62 (4176) 
3 7 56 58 60 62 (4341) 
34 5 7 9 58 29 (4226) 
66 36 7 48 56 58 (4241) 
66 40 9 52 29 62 (4154) 
66 5 7 52 56 58 (4295) 
7 9 48 52 60 29 (4325) 
40 9 48 52 58 60 (4376) 
34 36 5 56 58 60 (4450) 
5 7 40 58 29 62 (4588) 
36 40 74 58 29 62 (4165) 
40 48 58 60 29 62 (4705) 
40 9 48 52 56 58 (4276) 
34 5 7 40 52 56 (4479) 
66 36 7 48 58 62 (4270) 
66 5 48 58 29 62 (4240) 
36 5 7 48 56 62 (4215) 
7 40 48 25 58 29 (4321) 
36 40 9 48 58 29 (4369) 
66 36 5 40 56 60 (4276) 
34 5 40 52 29 62 (4611) 
66 5 52 56 60 62 (4311) 
66 36 5 7 29 62 (4245) 
7 56 25 60 29 62 (4260) 
66 36 34 48 29 62 (4255) 
36 7 48 52 56 58 (4629) 
34 36 48 52 56 25 (4156) 
36 7 40 25 29 62 (4317) 
34 36 7 25 60 29 (4290) 
34 36 40 58 60 62 (4660) 
34 5 40 52 60 29 (4670) 
34 48 56 25 58 29 (4174) 
34 36 5 40 48 62 (4354) 
66 40 34 48 52 62 (4264) 
5 7 40 25 60 29 (4187) 
40 9 48 52 56 62 (4192) 
9 52 56 58 29 62 (4440) 
66 7 40 34 52 56 (4339) 
3 40 48 52 29 62 (4354) 
34 7 48 52 58 62 (4450) 
34 36 7 56 29 62 (4498) 
66 36 5 34 52 29 (4371) 
36 5 40 52 56 60 (4492) 
3 36 7 56 60 29 (4367) 
5 7 56 58 29 62 (4482) 
3 36 7 52 60 62 (4336) 
5 7 40 9 52 56 (4161) 
36 40 9 52 56 29 (4416) 
36 5 40 48 52 58 (4525) 
40 9 48 58 29 62 (4282) 
34 36 7 40 9 52 (4272) 
36 74 56 58 60 29 (4176) 
36 40 9 48 56 60 (4237) 
5 40 25 60 29 62 (4203) 
36 5 7 40 48 62 (4321) 
34 36 56 58 60 29 (4680) 
40 44 48 58 60 29 (4165) 
36 7 40 48 60 62 (4574) 
5 9 52 58 60 29 (4343) 
3 40 9 52 58 60 (4191) 
66 40 52 25 58 60 (4248) 
36 7 40 52 56 58 (4734) 
3 7 40 48 56 29 (4259) 
3 7 40 52 60 62 (4414) 
40 48 56 60 29 62 (4569) 
36 48 52 58 29 62 (4707) 
7 52 25 58 60 62 (4367) 
7 48 56 58 60 62 (4496) 
34 56 25 60 29 62 (4193) 
66 36 7 58 60 62 (4408) 
36 7 52 56 60 29 (4751) 
34 5 40 9 58 60 (4278) 
36 5 56 58 60 62 (4436) 
36 48 52 25 60 62 (4303) 
36 5 40 48 58 60 (4510) 
5 40 56 58 60 29 (4588) 
40 48 52 56 25 62 (4202) 
34 40 44 58 60 29 (4218) 
3 48 52 56 29 62 (4277) 
34 36 7 9 60 62 (4147) 
36 7 56 58 60 29 (4755) 
66 40 9 52 60 62 (4158) 
66 36 34 52 60 62 (4388) 
66 3 40 52 60 62 (4173) 
36 5 7 48 56 29 (4293) 
36 40 9 48 58 62 (4264) 
3 36 7 40 56 60 (4300) 
40 74 56 60 29 62 (4153) 
34 40 52 56 25 29 (4277) 
66 36 34 52 56 62 (4270) 
66 36 34 56 60 29 (4357) 
66 7 40 48 52 60 (4390) 
34 36 40 58 60 29 (4771) 
66 7 40 34 56 60 (4344) 
36 5 7 40 9 58 (4167) 
36 52 25 58 60 29 (4569) 
34 7 56 25 60 29 (4228) 
66 3 40 56 60 29 (4151) 
34 36 40 9 29 62 (4281) 
34 36 7 9 58 62 (4184) 
34 5 7 52 25 58 (4153) 
34 36 52 25 58 29 (4416) 
9 52 56 58 60 62 (4409) 
36 7 44 52 56 29 (4172) 
66 3 7 40 60 29 (4212) 
34 36 7 9 56 58 (4242) 
66 36 34 52 56 58 (4355) 
3 36 40 52 60 29 (4499) 
66 36 7 52 58 29 (4521) 
5 7 48 58 60 29 (4443) 
66 40 34 52 58 60 (4583) 
74 56 58 60 29 62 (4167) 
3 36 52 56 58 29 (4471) 
36 7 48 52 60 62 (4578) 
34 7 9 56 60 62 (4170) 
66 40 58 60 29 62 (4597) 
34 7 40 52 56 60 (4618) 
66 36 5 40 52 60 (4432) 
66 5 34 48 52 29 (4259) 
5 40 48 52 56 60 (4365) 
36 5 7 40 48 29 (4422) 
34 5 48 52 60 29 (4464) 
40 9 48 52 58 62 (4282) 
34 3 40 52 58 29 (4454) 
7 40 9 60 29 62 (4378) 
36 40 9 60 29 62 (4392) 
3 7 40 52 60 29 (4518) 
7 52 25 58 60 29 (4524) 
7 40 74 56 58 60 (4145) 
3 7 40 52 58 60 (4518) 
44 48 52 58 60 29 (4222) 
34 36 40 44 52 58 (4170) 
36 7 40 52 56 25 (4286) 
66 40 52 25 58 29 (4240) 
34 3 36 40 48 56 (4150) 
3 36 7 52 56 58 (4397) 
66 7 34 48 52 60 (4287) 
34 36 5 48 56 29 (4319) 
66 34 52 56 58 62 (4367) 
5 7 48 52 58 29 (4457) 
34 36 48 52 58 62 (4534) 
36 7 56 58 60 62 (4623) 
66 36 34 52 60 29 (4504) 
66 36 5 7 52 58 (4342) 
66 36 7 52 56 60 (4375) 
34 7 9 52 56 62 (4202) 
40 74 58 60 29 62 (4210) 
3 36 40 52 58 29 (4532) 
34 40 52 56 25 62 (4208) 
66 36 34 52 56 29 (4352) 
3 36 5 58 60 29 (4247) 
66 3 40 48 58 29 (4145) 
34 48 56 58 60 62 (4423) 
34 7 40 9 60 29 (4340) 
36 5 52 56 58 60 (4510) 
34 36 7 52 56 29 (4629) 
7 40 44 52 58 60 (4271) 
34 7 40 58 60 29 (4760) 
36 5 40 48 56 62 (4297) 
3 36 7 52 56 60 (4363) 
66 40 34 48 52 58 (4374) 
34 5 7 60 29 62 (4483) 
66 36 7 56 58 29 (4375) 
34 3 5 52 56 58 (4188) 
66 36 40 52 25 60 (4183) 
34 36 9 48 52 60 (4254) 
66 3 40 52 56 58 (4147) 
66 5 48 52 56 60 (4178) 
44 52 56 58 60 29 (4301) 
66 3 40 52 56 29 (4147) 
66 36 7 52 58 62 (4397) 
34 36 40 52 56 60 (4615) 
36 40 9 48 29 62 (4256) 
3 36 52 56 58 62 (4351) 
44 52 58 60 29 62 (4305) 
3 36 7 48 60 62 (4257) 
40 9 56 58 60 62 (4402) 
9 48 56 60 29 62 (4184) 
34 5 7 48 56 58 (4258) 
34 36 52 25 29 62 (4260) 
66 3 7 52 58 60 (4227) 
34 7 56 58 29 62 (4595) 
66 36 40 25 58 60 (4192) 
7 48 52 58 29 62 (4621) 
66 36 48 52 56 62 (4243) 
34 3 40 52 58 62 (4359) 
66 5 48 56 58 29 (4178) 
36 5 7 56 58 29 (4465) 
5 7 40 48 56 29 (4299) 
34 36 7 52 58 60 (4721) 
7 40 9 58 29 62 (4415) 
34 5 40 9 60 62 (4184) 
7 44 52 56 58 60 (4220) 
34 7 56 58 60 29 (4685) 
34 3 36 7 60 62 (4178) 
34 40 48 58 60 29 (4644) 
5 40 48 52 56 29 (4384) 
5 7 40 9 29 62 (4169) 
7 74 56 58 29 62 (4151) 
34 7 40 52 58 62 (4682) 
34 36 9 56 58 62 (4203) 
40 52 25 58 60 62 (4469) 
5 7 40 52 56 60 (4497) 
66 36 5 48 52 60 (4314) 
34 3 36 40 56 62 (4189) 
36 56 58 60 29 62 (4710) 
36 40 74 52 56 58 (4163) 
7 40 48 52 29 62 (4606) 
36 52 56 60 29 62 (4705) 
66 36 7 34 58 60 (4407) 
40 9 48 60 29 62 (4265) 
34 7 40 25 60 62 (4190) 
3 7 40 48 52 29 (4384) 
66 36 5 7 52 56 (4199) 
3 36 5 52 58 29 (4272) 
34 36 7 52 56 62 (4495) 
7 40 9 52 56 62 (4335) 
34 7 40 58 60 62 (4647) 
7 40 9 56 60 29 (4388) 
7 9 48 56 58 60 (4228) 
36 40 48 25 29 62 (4303) 
5 40 48 60 29 62 (4428) 
36 7 9 52 60 62 (4285) 
66 3 40 52 56 60 (4147) 
34 36 48 52 56 60 (4527) 
36 5 40 56 60 62 (4424) 
34 56 25 58 29 62 (4220) 
66 7 40 34 48 52 (4266) 
5 40 48 52 60 62 (4422) 
48 52 25 58 29 62 (4327) 
36 5 40 58 60 29 (4658) 
5 48 52 56 58 60 (4383) 
34 40 48 52 56 58 (4511) 
66 7 40 48 29 62 (4277) 
36 40 48 58 60 62 (4692) 
66 40 34 48 56 62 (4151) 
7 9 58 60 29 62 (4390) 
34 36 40 9 58 62 (4283) 
36 7 48 56 25 60 (4215) 
3 36 5 48 52 29 (4172) 
3 7 9 52 60 29 (4183) 
34 48 52 58 60 29 (4700) 
34 5 40 48 29 62 (4376) 
36 5 52 56 60 62 (4431) 
34 36 5 9 58 29 (4232) 
36 9 48 52 29 62 (4260) 
3 5 40 52 56 58 (4222) 
66 5 58 60 29 62 (4449) 
36 5 40 48 60 29 (4506) 
66 5 48 56 58 60 (4182) 
66 5 40 56 60 29 (4369) 
34 36 7 52 60 29 (4720) 
66 36 5 7 40 52 (4323) 
66 5 7 56 58 60 (4300) 
5 52 56 58 60 29 (4602) 
34 7 56 58 60 62 (4553) 
34 5 52 25 58 60 (4230) 
7 40 9 48 58 60 (4267) 
34 3 36 5 52 29 (4207) 
36 5 7 9 52 29 (4177) 
66 5 40 52 56 60 (4368) 
3 48 52 56 58 62 (4277) 
36 40 74 52 58 60 (4177) 
34 36 5 40 52 58 (4620) 
34 36 5 9 52 60 (4190) 
36 7 9 48 52 60 (4299) 
66 36 48 52 58 60 (4502) 
36 7 9 48 60 29 (4307) 
66 5 48 60 29 62 (4240) 
36 40 56 25 58 62 (4312) 
36 48 56 25 29 62 (4189) 
36 7 74 52 60 29 (4155) 
3 36 48 52 60 62 (4322) 
36 7 40 48 25 60 (4292) 
66 5 40 56 58 29 (4368) 
34 5 7 40 48 29 (4375) 
3 36 7 48 58 60 (4414) 
66 5 40 34 52 60 (4454) 
3 36 5 52 56 29 (4149) 
66 36 5 58 60 29 (4458) 
34 7 40 25 29 62 (4215) 
5 40 25 58 60 62 (4207) 
66 5 7 48 58 29 (4239) 
34 5 7 52 58 29 (4628) 
34 40 9 52 56 62 (4285) 
66 36 5 7 34 58 (4278) 
36 7 44 52 56 58 (4178) 
3 7 48 58 60 29 (4440) 
34 3 5 7 40 52 (4210) 
36 7 9 48 52 58 (4315) 
36 7 40 48 52 25 (4299) 
34 36 40 48 52 25 (4230) 
34 3 36 7 40 48 (4194) 
34 36 5 7 58 60 (4497) 
66 7 34 48 52 58 (4286) 
66 5 7 40 56 58 (4281) 
36 40 48 25 60 29 (4397) 
36 5 40 52 60 62 (4549) 
5 40 48 56 58 60 (4369) 
66 36 5 40 58 60 (4442) 
36 5 9 52 58 60 (4248) 
66 5 7 34 58 29 (4373) 
34 3 40 52 56 29 (4339) 
36 7 40 58 29 62 (4764) 
34 7 48 58 60 62 (4435) 
3 5 40 56 58 60 (4193) 
36 9 48 52 58 29 (4426) 
36 40 56 25 60 62 (4285) 
36 5 40 56 29 62 (4463) 
34 7 9 52 60 29 (4395) 
34 36 40 52 56 58 (4658) 
34 3 5 52 58 60 (4266) 
34 3 36 7 48 58 (4260) 
3 7 56 60 29 62 (4341) 
3 40 9 52 60 29 (4191) 
66 36 5 40 52 29 (4428) 
5 56 58 60 29 62 (4528) 
66 36 7 34 48 62 (4150) 
66 36 40 48 56 58 (4315) 
34 7 40 48 25 29 (4146) 
66 5 52 56 60 29 (4383) 
34 36 5 7 56 29 (4404) 
34 9 48 56 60 29 (4170) 
7 9 48 52 58 60 (4324) 
36 5 7 40 60 62 (4450) 
48 25 58 60 29 62 (4320) 
36 5 7 56 60 29 (4421) 
66 5 7 34 52 56 (4234) 
66 3 40 56 58 29 (4151) 
66 40 48 56 29 62 (4252) 
34 5 7 40 48 56 (4240) 
36 7 74 58 60 29 (4165) 
7 9 48 52 56 58 (4240) 
36 7 40 9 48 60 (4242) 
3 36 48 56 29 62 (4255) 
66 36 40 9 52 29 (4166) 
66 36 34 56 58 29 (4356) 
66 5 7 34 56 58 (4238) 
34 7 56 60 29 62 (4551) 
34 3 5 52 58 62 (4208) 
66 36 5 60 29 62 (4352) 
40 48 56 25 58 62 (4206) 
3 36 7 48 56 58 (4301) 
3 36 40 48 60 62 (4316) 
7 40 58 60 29 62 (4817) 
66 34 48 56 29 62 (4159) 
34 36 5 40 56 60 (4433) 
36 7 40 52 25 60 (4397) 
34 3 5 58 60 29 (4273) 
36 48 58 60 29 62 (4694) 
66 7 48 56 60 62 (4177) 
3 36 5 40 29 62 (4175) 
66 5 34 56 60 62 (4253) 
34 36 7 48 25 29 (4193) 
3 36 5 40 60 29 (4227) 
66 5 40 60 29 62 (4436) 
5 40 52 56 25 58 (4165) 
5 7 40 52 60 29 (4637) 
34 7 48 25 60 29 (4194) 
66 7 34 52 56 60 (4360) 
36 48 52 25 29 62 (4308) 
36 7 48 56 58 62 (4494) 
56 25 58 60 29 62 (4353) 
3 7 48 52 58 29 (4453) 
34 36 48 58 29 62 (4539) 
36 48 52 25 60 29 (4455) 
34 36 7 40 48 62 (4421) 
36 40 25 58 29 62 (4428) 
36 7 9 48 56 60 (4203) 
66 5 7 34 60 29 (4374) 
36 40 48 56 25 60 (4247) 
34 3 56 58 60 29 (4375) 
66 5 7 40 58 29 (4428) 
66 48 56 60 29 62 (4266) 
36 7 48 58 60 62 (4589) 
66 5 40 52 29 62 (4425) 
3 5 40 48 58 29 (4186) 
36 40 48 60 29 62 (4679) 
3 36 48 56 58 62 (4255) 
7 40 44 58 29 62 (4241) 
3 48 52 58 29 62 (4369) 
36 40 25 58 60 29 (4511) 
66 36 40 58 60 62 (4508) 
36 7 40 25 60 29 (4401) 
34 36 48 52 60 62 (4510) 
34 36 5 25 60 29 (4169) 
66 5 40 34 60 62 (4364) 
66 3 40 52 58 62 (4173) 
34 36 7 58 60 62 (4562) 
66 5 56 58 60 62 (4316) 
3 5 40 52 58 29 (4344) 
40 44 56 58 60 62 (4198) 
34 36 48 56 60 29 (4528) 
34 3 36 7 40 29 (4294) 
3 7 9 52 58 29 (4209) 
3 36 40 56 58 29 (4407) 
66 7 40 34 58 60 (4483) 
34 3 5 56 58 29 (4192) 
9 52 56 58 60 29 (4540) 
34 3 36 5 52 58 (4207) 
34 3 7 56 29 62 (4220) 
66 36 5 48 56 29 (4153) 
36 5 7 52 58 60 (4562) 
34 3 52 56 60 62 (4257) 
66 5 7 56 58 29 (4298) 
66 34 48 56 58 29 (4244) 
66 5 52 56 29 62 (4307) 
36 52 25 60 29 62 (4406) 
66 5 7 40 34 29 (4356) 
3 52 56 58 29 62 (4444) 
3 36 40 48 58 62 (4337) 
36 5 9 58 60 62 (4154) 
3 48 52 56 60 62 (4256) 
40 52 56 25 29 62 (4362) 
66 36 5 48 58 29 (4320) 
66 36 40 56 29 62 (4364) 
36 5 40 52 25 60 (4222) 
66 7 40 34 58 29 (4481) 
36 5 40 48 56 60 (4344) 
66 7 40 34 48 60 (4275) 
36 40 9 48 52 58 (4369) 
34 36 9 48 52 56 (4158) 
7 9 52 58 60 29 (4548) 
34 5 7 9 58 60 (4189) 
34 52 56 58 60 62 (4642) 
66 40 48 52 58 60 (4504) 
34 48 52 56 58 29 (4573) 
36 40 52 56 58 60 (4790) 
34 36 7 40 48 29 (4535) 
34 36 7 40 60 29 (4664) 
66 7 34 56 58 60 (4364) 
34 5 7 48 52 58 (4386) 
36 40 9 48 56 29 (4248) 
66 36 7 40 34 58 (4386) 
3 7 56 58 60 29 (4460) 
36 40 44 52 60 62 (4216) 
52 25 58 60 29 62 (4472) 
5 48 52 58 60 29 (4540) 
34 7 40 48 52 60 (4530) 
34 7 52 58 60 29 (4816) 
7 9 52 56 60 62 (4310) 
66 36 40 58 60 29 (4619) 
66 9 34 58 60 29 (4188) 
36 7 9 48 58 60 (4306) 
34 3 36 48 52 62 (4178) 
66 9 34 52 60 29 (4181) 
34 36 40 52 58 62 (4695) 
7 40 9 52 29 62 (4407) 
36 40 52 25 29 62 (4418) 
66 36 5 7 52 29 (4341) 
36 7 40 48 58 62 (4598) 
66 3 36 52 58 29 (4207) 
40 44 56 58 60 29 (4239) 
34 40 52 56 58 60 (4711) 
66 36 40 52 56 60 (4449) 
3 5 7 52 58 60 (4260) 
7 40 52 58 60 29 (4930) 
7 44 52 56 58 62 (4157) 
36 7 40 9 56 60 (4291) 
34 3 7 40 52 58 (4380) 
66 7 40 48 52 62 (4270) 
36 5 7 60 29 62 (4460) 
36 52 25 58 60 62 (4418) 
7 40 48 52 25 29 (4312) 
5 7 48 58 29 62 (4357) 
3 40 52 58 60 29 (4592) 
3 5 40 60 29 62 (4235) 
36 40 44 52 56 58 (4206) 
36 5 7 52 56 29 (4461) 
34 36 40 52 25 60 (4328) 
3 7 40 9 58 29 (4150) 
66 36 5 48 56 60 (4157) 
66 5 48 52 60 29 (4336) 
66 5 40 48 52 29 (4316) 
36 40 9 56 58 62 (4344) 
36 5 9 58 60 29 (4254) 
34 7 40 44 52 29 (4154) 
34 52 25 60 29 62 (4299) 
66 36 40 34 52 60 (4487) 
7 40 74 52 58 29 (4219) 
66 7 40 9 58 60 (4160) 
66 36 52 56 58 60 (4471) 
34 36 40 52 58 29 (4806) 
34 7 40 56 58 60 (4622) 
36 7 9 60 29 62 (4293) 
7 40 48 56 58 29 (4585) 
34 52 56 25 29 62 (4216) 
36 7 9 58 60 62 (4293) 
36 7 40 52 58 60 (4840) 
36 5 48 52 56 60 (4358) 
3 36 40 52 56 58 (4403) 
66 40 52 56 58 62 (4464) 
34 7 9 52 29 62 (4273) 
34 40 9 58 60 29 (4446) 
36 52 56 25 58 29 (4440) 
36 40 9 48 56 62 (4171) 
40 44 52 56 58 62 (4239) 
66 40 34 48 60 29 (4380) 
36 40 44 52 60 29 (4282) 
36 7 52 56 60 62 (4618) 
48 52 56 25 29 62 (4204) 
36 5 7 40 52 29 (4584) 
34 3 7 52 58 60 (4412) 
34 3 36 7 40 56 (4176) 
34 5 7 48 29 62 (4283) 
66 5 48 52 56 58 (4177) 
34 36 52 56 29 62 (4585) 
34 5 7 52 56 62 (4418) 
66 5 7 52 29 62 (4331) 
3 36 40 56 60 29 (4374) 
34 7 9 58 60 62 (4244) 
36 40 52 58 29 62 (4865) 
3 36 5 52 58 62 (4179) 
9 56 58 60 29 62 (4408) 
66 5 48 52 58 60 (4339) 
7 40 9 56 60 62 (4303) 
7 40 52 58 60 62 (4813) 
66 40 9 58 60 62 (4166) 
34 40 52 25 29 62 (4314) 
34 7 52 25 58 62 (4221) 
52 56 25 58 29 62 (4376) 
66 5 7 34 48 60 (4167) 
7 40 44 52 56 60 (4154) 
5 7 40 9 58 60 (4227) 
34 36 7 40 52 60 (4657) 
34 36 7 9 52 58 (4334) 
34 3 36 40 52 60 (4328) 
34 36 7 40 25 62 (4151) 
66 5 48 52 60 62 (4233) 
34 36 52 25 58 62 (4264) 
40 74 52 56 58 29 (4237) 
66 36 7 52 58 60 (4525) 
3 7 52 58 60 62 (4429) 
7 40 74 52 58 62 (4172) 
34 36 9 48 60 29 (4260) 
36 40 9 56 60 62 (4305) 
66 3 40 34 52 58 (4162) 
66 36 5 52 60 29 (4448) 
34 7 9 56 29 62 (4207) 
36 5 7 48 60 62 (4310) 
36 52 56 58 29 62 (4749) 
36 9 52 56 29 62 (4343) 
66 5 34 48 52 62 (4157) 
34 40 9 58 60 62 (4343) 
34 7 9 60 29 62 (4244) 
34 36 25 60 29 62 (4241) 
66 40 52 56 58 29 (4537) 
34 3 36 52 58 60 (4393) 
3 36 5 7 52 29 (4201) 
36 52 56 25 58 62 (4322) 
34 5 40 48 52 29 (4470) 
34 40 56 25 29 62 (4208) 
5 7 40 9 60 29 (4228) 
5 7 40 48 56 58 (4301) 
9 52 58 60 29 62 (4493) 
3 40 48 52 56 29 (4329) 
5 40 56 58 60 62 (4521) 
66 36 7 56 58 60 (4379) 
36 5 9 52 60 29 (4247) 
36 7 40 52 60 62 (4716) 
3 36 48 52 60 29 (4479) 
66 34 52 56 58 29 (4448) 
66 40 34 48 52 56 (4223) 
7 9 48 60 29 62 (4166) 
40 48 52 25 29 62 (4312) 
66 7 40 34 60 29 (4482) 
3 5 40 52 58 62 (4259) 
34 36 40 56 58 60 (4619) 
36 5 40 52 25 58 (4248) 
66 7 52 56 58 60 (4471) 
34 3 36 48 58 29 (4334) 
5 40 48 52 58 62 (4448) 
66 36 7 40 52 58 (4501) 
3 5 7 40 52 29 (4273) 
34 3 48 52 56 60 (4216) 
7 52 25 58 29 62 (4388) 
34 36 40 44 52 29 (4167) 
34 36 40 56 58 62 (4582) 
36 7 40 56 60 29 (4689) 
34 7 9 52 56 60 (4298) 
3 36 7 40 29 62 (4363) 
34 5 9 52 58 62 (4222) 
34 48 58 60 29 62 (4541) 
5 7 40 9 56 58 (4165) 
3 7 48 56 58 60 (4305) 
7 40 48 52 56 25 (4180) 
34 5 48 60 29 62 (4363) 
66 36 7 56 58 62 (4289) 
3 36 40 48 52 60 (4411) 
36 5 40 52 60 29 (4648) 
66 9 52 60 29 62 (4166) 
34 3 5 40 52 29 (4281) 
5 40 52 25 58 29 (4310) 
34 3 48 56 58 29 (4242) 
34 3 36 40 52 58 (4361) 
3 36 40 52 58 62 (4428) 
3 5 7 56 58 29 (4175) 
3 7 52 58 60 29 (4586) 
3 36 5 52 58 60 (4238) 
34 7 48 58 60 29 (4601) 
34 3 52 56 58 60 (4371) 
66 40 34 58 29 62 (4478) 
66 3 40 58 29 62 (4182) 
66 36 48 52 58 29 (4494) 
36 5 7 48 60 29 (4418) 
34 5 40 48 56 60 (4306) 
66 5 34 52 58 60 (4471) 
