62 (3060.0) 
7 (3076.0) 
52 (3185.0) 
5 (2971.0) 
42 (2714.0) 
3 (2839.0) 
64 (2631.0) 
66 (3021.0) 
60 (3149.0) 
40 (3170.0) 
25 (2860.0) 
36 (3099.0) 
58 (3195.0) 
48 (3013.0) 
44 (2612.0) 
29 (3181.0) 
34 (3040.0) 
56 (3021.0) 
9 (2874.0) 
66 36 48 52 25 60 (2592.0) 
34 3 7 40 58 60 (2576.0) 
34 9 52 56 58 60 (2594.0) 
40 48 52 58 60 62 (2825.0) 
34 36 7 48 52 60 (2687.0) 
66 7 48 58 60 29 (2753.0) 
34 36 56 60 29 62 (2646.0) 
36 5 7 40 58 62 (2637.0) 
3 36 56 58 60 29 (2577.0) 
66 7 40 34 48 29 (2606.0) 
7 48 52 56 29 62 (2626.0) 
66 7 48 56 58 29 (2596.0) 
36 5 7 40 52 60 (2686.0) 
66 7 40 34 48 52 (2599.0) 
66 40 48 58 60 62 (2729.0) 
36 48 25 58 60 29 (2699.0) 
36 7 40 48 56 29 (2678.0) 
66 5 40 48 29 62 (2560.0) 
34 36 5 40 56 29 (2616.0) 
66 36 40 34 58 29 (2763.0) 
66 5 7 40 34 58 (2629.0) 
66 40 48 56 58 62 (2593.0) 
34 40 52 60 29 62 (2844.0) 
66 36 7 40 58 60 (2784.0) 
66 40 48 25 58 29 (2588.0) 
34 36 5 52 60 62 (2628.0) 
66 40 9 34 52 60 (2583.0) 
66 36 5 56 58 29 (2562.0) 
48 52 56 58 60 29 (2792.0) 
66 3 36 40 58 29 (2586.0) 
36 40 48 56 60 62 (2674.0) 
36 5 7 58 60 62 (2606.0) 
66 5 56 60 29 62 (2584.0) 
66 7 40 48 58 29 (2729.0) 
3 7 40 56 58 29 (2605.0) 
66 36 7 34 58 29 (2677.0) 
34 7 48 56 60 29 (2580.0) 
34 36 5 58 29 62 (2677.0) 
36 7 48 58 29 62 (2724.0) 
3 40 48 58 60 29 (2625.0) 
34 7 48 52 60 62 (2587.0) 
66 48 56 58 60 29 (2689.0) 
66 40 48 60 29 62 (2721.0) 
36 40 48 56 58 62 (2700.0) 
34 40 25 58 60 62 (2559.0) 
3 36 52 58 60 62 (2589.0) 
66 36 40 48 52 56 (2644.0) 
66 36 56 58 60 62 (2658.0) 
66 36 7 40 34 60 (2659.0) 
66 36 5 40 58 29 (2710.0) 
34 7 40 48 56 60 (2560.0) 
34 7 48 52 58 29 (2735.0) 
66 48 25 58 60 29 (2612.0) 
7 40 25 58 29 62 (2600.0) 
36 40 48 58 60 62 (2810.0) 
34 7 48 58 29 62 (2618.0) 
66 40 9 58 60 62 (2585.0) 
66 7 34 48 52 29 (2618.0) 
66 36 7 40 29 62 (2661.0) 
34 9 52 56 60 29 (2593.0) 
66 40 48 58 29 62 (2721.0) 
66 36 48 56 60 62 (2581.0) 
40 48 58 60 29 62 (2823.0) 
3 36 40 48 52 29 (2611.0) 
34 7 40 9 52 58 (2615.0) 
34 5 7 40 56 60 (2583.0) 
34 7 40 48 58 62 (2608.0) 
36 5 56 58 60 62 (2579.0) 
66 5 7 60 29 62 (2614.0) 
66 34 48 60 29 62 (2614.0) 
36 5 7 40 48 29 (2626.0) 
66 7 34 56 58 29 (2634.0) 
36 40 48 56 29 62 (2685.0) 
5 48 56 58 60 29 (2587.0) 
36 48 52 56 60 62 (2683.0) 
34 3 40 52 29 62 (2581.0) 
66 36 7 56 29 62 (2557.0) 
36 5 7 58 29 62 (2647.0) 
66 36 5 52 56 29 (2558.0) 
36 9 48 52 58 60 (2637.0) 
34 5 7 56 60 29 (2599.0) 
66 34 48 52 58 62 (2609.0) 
66 7 40 48 56 58 (2577.0) 
66 40 48 52 56 62 (2588.0) 
36 5 40 56 60 62 (2567.0) 
34 36 7 40 48 58 (2697.0) 
66 36 56 58 60 29 (2740.0) 
48 52 56 25 58 29 (2569.0) 
34 36 9 52 58 60 (2610.0) 
66 36 52 25 60 29 (2631.0) 
5 40 48 56 60 29 (2569.0) 
34 7 40 60 29 62 (2745.0) 
36 7 9 52 58 29 (2649.0) 
36 5 7 56 60 29 (2564.0) 
66 36 5 52 58 60 (2723.0) 
66 36 7 34 52 29 (2669.0) 
34 5 7 48 60 29 (2573.0) 
66 7 9 52 60 29 (2593.0) 
34 40 9 56 60 29 (2578.0) 
36 7 48 52 25 58 (2602.0) 
66 36 25 58 60 29 (2640.0) 
5 7 52 56 29 62 (2620.0) 
34 36 5 52 58 29 (2778.0) 
36 7 40 48 58 62 (2716.0) 
5 40 48 58 29 62 (2656.0) 
66 5 7 58 60 29 (2720.0) 
36 5 40 52 56 29 (2674.0) 
66 36 7 40 48 52 (2697.0) 
66 40 52 25 60 29 (2673.0) 
66 40 48 56 60 29 (2667.0) 
5 40 52 58 60 62 (2789.0) 
3 52 58 60 29 62 (2682.0) 
7 40 9 52 56 58 (2623.0) 
66 7 48 52 58 60 (2746.0) 
34 3 7 40 60 29 (2576.0) 
66 5 34 52 60 29 (2740.0) 
66 36 40 56 60 62 (2644.0) 
7 9 52 58 60 29 (2709.0) 
34 48 52 25 58 60 (2574.0) 
36 40 52 25 58 29 (2745.0) 
66 3 40 52 29 62 (2567.0) 
40 9 52 56 60 62 (2601.0) 
5 7 52 58 60 29 (2799.0) 
36 40 9 48 58 60 (2623.0) 
66 7 34 60 29 62 (2655.0) 
5 7 40 48 60 29 (2628.0) 
34 36 5 52 56 60 (2589.0) 
3 40 52 56 58 29 (2675.0) 
36 40 52 56 60 62 (2761.0) 
66 36 7 48 52 56 (2570.0) 
7 40 9 52 60 29 (2688.0) 
34 40 52 25 58 29 (2676.0) 
7 40 48 52 56 62 (2619.0) 
66 40 56 60 29 62 (2733.0) 
34 7 52 60 29 62 (2748.0) 
7 40 48 52 56 60 (2682.0) 
66 36 7 34 52 58 (2670.0) 
66 36 5 52 60 29 (2720.0) 
66 40 52 58 60 62 (2866.0) 
34 40 9 56 58 29 (2614.0) 
66 7 40 9 60 29 (2580.0) 
34 7 40 52 25 58 (2571.0) 
66 40 52 25 60 62 (2575.0) 
66 3 52 60 29 62 (2582.0) 
36 40 42 58 60 29 (2572.0) 
66 36 52 58 60 62 (2784.0) 
7 52 56 60 29 62 (2765.0) 
66 52 25 58 60 29 (2696.0) 
3 7 40 52 58 62 (2626.0) 
66 36 7 40 60 62 (2665.0) 
66 7 52 56 58 62 (2653.0) 
66 36 40 56 60 29 (2718.0) 
36 5 40 52 29 62 (2731.0) 
36 40 52 25 58 62 (2647.0) 
34 40 9 60 29 62 (2588.0) 
34 36 5 48 52 62 (2560.0) 
34 7 48 52 29 62 (2609.0) 
34 36 5 7 48 58 (2573.0) 
36 40 52 56 60 29 (2835.0) 
36 48 52 56 58 60 (2779.0) 
66 7 40 52 58 60 (2870.0) 
34 40 52 25 58 62 (2578.0) 
34 40 52 56 60 62 (2730.0) 
52 56 25 58 60 29 (2652.0) 
3 40 52 56 29 62 (2609.0) 
66 7 40 52 58 62 (2751.0) 
34 36 5 58 60 29 (2742.0) 
66 36 34 52 56 60 (2628.0) 
36 7 58 60 29 62 (2792.0) 
3 40 52 60 29 62 (2667.0) 
66 52 56 60 29 62 (2742.0) 
36 7 52 58 60 62 (2788.0) 
66 40 52 58 60 29 (2977.0) 
36 7 40 52 56 60 (2748.0) 
66 3 58 60 29 62 (2591.0) 
66 40 34 56 60 62 (2632.0) 
66 36 48 52 56 60 (2667.0) 
36 7 40 52 56 62 (2705.0) 
3 7 40 52 58 29 (2730.0) 
7 40 52 60 29 62 (2863.0) 
66 7 52 25 60 29 (2586.0) 
66 3 40 60 29 62 (2576.0) 
66 5 40 48 52 58 (2652.0) 
36 52 58 60 29 62 (2893.0) 
66 7 52 56 60 62 (2653.0) 
66 36 7 40 56 60 (2629.0) 
66 34 25 58 60 29 (2580.0) 
34 5 7 52 58 60 (2728.0) 
34 36 7 60 29 62 (2660.0) 
66 34 56 58 60 62 (2644.0) 
66 3 7 40 58 29 (2606.0) 
3 40 48 52 58 60 (2616.0) 
66 5 7 48 58 60 (2574.0) 
34 36 40 25 58 29 (2618.0) 
66 7 52 25 58 29 (2585.0) 
66 5 7 40 52 60 (2692.0) 
34 40 52 56 60 29 (2808.0) 
66 3 7 40 52 29 (2597.0) 
3 7 52 56 58 29 (2626.0) 
3 36 7 40 60 29 (2613.0) 
34 3 40 66 58 29 (2563.0) 
36 5 7 48 52 29 (2636.0) 
34 36 48 52 58 60 (2796.0) 
66 3 7 40 58 60 (2606.0) 
66 7 40 52 56 62 (2639.0) 
66 36 40 34 56 60 (2612.0) 
7 40 25 58 60 29 (2683.0) 
66 36 5 40 34 52 (2629.0) 
5 40 56 60 29 62 (2659.0) 
66 40 34 56 60 29 (2705.0) 
34 36 7 40 58 60 (2765.0) 
7 48 52 58 60 62 (2722.0) 
34 5 40 9 52 60 (2561.0) 
66 36 5 7 40 58 (2605.0) 
7 48 56 58 29 62 (2631.0) 
5 7 40 48 58 60 (2630.0) 
66 36 5 56 60 29 (2563.0) 
7 40 52 56 60 29 (2838.0) 
66 34 56 58 60 29 (2725.0) 
66 5 40 34 52 62 (2627.0) 
7 56 25 58 60 29 (2563.0) 
36 7 40 48 29 62 (2709.0) 
66 36 7 40 58 62 (2665.0) 
34 40 48 52 29 62 (2705.0) 
34 5 56 60 29 62 (2608.0) 
34 36 5 40 48 58 (2660.0) 
34 7 40 48 58 29 (2721.0) 
36 7 48 56 60 62 (2588.0) 
66 36 34 48 60 29 (2708.0) 
7 40 48 58 29 62 (2735.0) 
34 36 5 40 48 29 (2657.0) 
34 5 40 58 29 62 (2763.0) 
5 7 40 60 29 62 (2687.0) 
34 40 48 60 29 62 (2690.0) 
66 36 7 48 58 29 (2727.0) 
34 36 5 40 58 60 (2728.0) 
5 7 40 58 60 62 (2690.0) 
36 40 9 52 60 62 (2594.0) 
66 5 40 48 58 62 (2564.0) 
34 36 40 48 58 29 (2803.0) 
36 5 7 40 48 60 (2605.0) 
36 7 48 56 29 62 (2605.0) 
66 5 34 58 60 62 (2647.0) 
34 36 5 40 52 56 (2615.0) 
34 52 25 60 29 62 (2559.0) 
36 7 52 25 58 60 (2638.0) 
66 40 42 52 58 29 (2581.0) 
34 5 40 60 29 62 (2719.0) 
36 56 25 58 60 29 (2590.0) 
36 9 48 52 60 29 (2632.0) 
66 9 52 56 60 29 (2584.0) 
5 9 52 58 29 62 (2568.0) 
34 36 7 40 56 62 (2588.0) 
34 5 40 56 29 62 (2641.0) 
3 36 7 48 58 29 (2572.0) 
66 34 48 58 29 62 (2614.0) 
36 5 7 40 58 60 (2696.0) 
66 5 7 56 60 29 (2571.0) 
34 5 7 40 58 29 (2761.0) 
34 48 56 60 29 62 (2580.0) 
36 5 40 9 52 29 (2557.0) 
66 36 5 40 34 60 (2638.0) 
36 40 9 48 52 60 (2616.0) 
7 48 56 58 60 29 (2703.0) 
36 7 40 48 58 29 (2833.0) 
66 7 40 56 58 29 (2721.0) 
66 5 7 58 60 62 (2616.0) 
5 40 52 56 60 29 (2727.0) 
36 40 25 58 60 29 (2728.0) 
66 36 40 48 56 29 (2641.0) 
34 40 48 25 58 60 (2560.0) 
66 40 9 52 60 29 (2682.0) 
66 36 34 48 58 29 (2707.0) 
34 5 40 58 60 62 (2723.0) 
34 5 9 52 60 29 (2575.0) 
7 48 52 25 58 60 (2603.0) 
66 36 7 48 58 60 (2731.0) 
66 36 5 34 48 29 (2575.0) 
66 36 5 34 58 60 (2655.0) 
66 34 48 52 58 60 (2728.0) 
34 36 48 25 58 60 (2563.0) 
34 3 36 40 58 29 (2590.0) 
40 9 52 56 60 29 (2680.0) 
5 7 52 58 60 62 (2692.0) 
66 7 58 60 29 62 (2773.0) 
36 40 9 52 56 60 (2589.0) 
34 5 7 58 60 29 (2735.0) 
66 36 5 7 52 60 (2615.0) 
36 40 42 52 58 29 (2590.0) 
34 5 48 58 60 29 (2676.0) 
5 7 40 56 60 29 (2642.0) 
34 3 40 66 60 29 (2563.0) 
3 7 40 58 29 62 (2635.0) 
34 36 48 52 25 58 (2573.0) 
66 5 7 48 60 29 (2573.0) 
36 7 48 52 60 29 (2824.0) 
7 40 48 52 56 29 (2699.0) 
66 36 40 48 52 58 (2811.0) 
36 7 40 58 60 29 (2901.0) 
7 52 58 60 29 62 (2878.0) 
5 7 40 52 56 58 (2683.0) 
66 40 48 52 58 29 (2829.0) 
34 48 56 58 29 62 (2604.0) 
66 36 34 58 29 62 (2665.0) 
66 34 52 25 58 29 (2572.0) 
66 34 48 52 56 29 (2573.0) 
34 5 40 9 52 29 (2596.0) 
34 36 40 60 29 62 (2756.0) 
34 48 58 60 29 62 (2702.0) 
66 7 48 52 56 60 (2596.0) 
36 40 48 52 25 29 (2682.0) 
66 7 40 56 58 62 (2644.0) 
36 40 9 58 60 29 (2709.0) 
34 36 40 56 60 62 (2638.0) 
7 48 52 60 29 62 (2715.0) 
66 36 34 58 60 62 (2669.0) 
34 40 56 60 29 62 (2731.0) 
66 40 34 52 56 62 (2627.0) 
66 36 48 52 56 58 (2666.0) 
66 40 34 52 60 62 (2745.0) 
66 56 58 60 29 62 (2747.0) 
66 36 5 52 56 60 (2562.0) 
66 40 34 60 29 62 (2750.0) 
5 40 52 58 29 62 (2828.0) 
34 36 7 48 52 56 (2576.0) 
34 3 52 56 58 29 (2584.0) 
66 40 25 58 60 29 (2682.0) 
34 36 52 58 60 62 (2763.0) 
7 40 9 58 60 62 (2582.0) 
34 36 48 52 29 62 (2691.0) 
5 52 25 58 60 29 (2606.0) 
36 5 7 48 52 58 (2638.0) 
34 36 40 58 29 62 (2800.0) 
36 9 56 58 60 29 (2609.0) 
7 40 48 52 25 58 (2595.0) 
40 9 56 58 60 29 (2684.0) 
66 40 34 52 58 62 (2745.0) 
36 7 40 58 60 62 (2784.0) 
36 40 9 52 58 62 (2633.0) 
7 40 52 25 58 62 (2596.0) 
7 9 52 58 60 62 (2586.0) 
34 40 52 58 60 62 (2848.0) 
66 40 9 56 58 29 (2567.0) 
66 34 52 56 60 62 (2639.0) 
3 36 40 52 29 62 (2607.0) 
34 36 40 52 60 62 (2751.0) 
66 36 52 56 29 62 (2645.0) 
66 34 56 60 29 62 (2640.0) 
34 5 48 52 58 60 (2671.0) 
66 36 40 9 60 29 (2593.0) 
48 52 56 60 29 62 (2696.0) 
34 36 40 52 56 62 (2677.0) 
66 36 52 60 29 62 (2776.0) 
34 36 40 56 60 29 (2716.0) 
66 40 9 34 52 58 (2582.0) 
66 36 40 52 25 58 (2614.0) 
34 5 7 48 58 29 (2597.0) 
66 40 34 25 58 60 (2563.0) 
66 7 40 34 52 62 (2636.0) 
34 40 52 56 29 62 (2770.0) 
34 36 40 9 52 60 (2591.0) 
40 48 52 25 58 60 (2695.0) 
34 3 36 52 60 29 (2572.0) 
66 7 40 25 58 29 (2571.0) 
66 40 9 34 60 29 (2589.0) 
7 40 52 56 60 62 (2758.0) 
36 7 40 9 52 29 (2628.0) 
66 9 56 58 60 29 (2588.0) 
36 9 48 58 60 29 (2639.0) 
36 5 48 52 56 29 (2582.0) 
66 40 52 56 60 62 (2736.0) 
34 3 66 52 58 29 (2577.0) 
3 40 52 56 58 60 (2642.0) 
34 40 56 58 60 62 (2735.0) 
34 36 40 9 58 29 (2633.0) 
34 40 52 25 58 60 (2653.0) 
34 48 52 25 60 29 (2571.0) 
34 7 52 56 60 62 (2648.0) 
36 40 52 56 29 62 (2792.0) 
7 40 52 25 58 29 (2700.0) 
34 40 52 58 60 29 (2959.0) 
36 40 52 60 29 62 (2878.0) 
66 7 34 52 58 29 (2765.0) 
66 5 48 52 58 29 (2668.0) 
40 52 58 60 29 62 (2975.0) 
66 36 52 25 58 60 (2638.0) 
66 36 40 56 58 60 (2725.0) 
5 40 48 52 56 58 (2594.0) 
3 36 40 48 52 58 (2611.0) 
36 5 48 52 58 60 (2723.0) 
7 48 52 58 60 29 (2849.0) 
34 40 9 56 58 60 (2579.0) 
66 40 52 58 29 62 (2858.0) 
66 36 52 58 29 62 (2776.0) 
5 40 48 52 58 60 (2729.0) 
66 7 34 58 60 29 (2774.0) 
7 40 9 56 58 29 (2628.0) 
66 36 9 52 60 29 (2606.0) 
36 52 56 25 58 60 (2598.0) 
7 9 52 56 58 60 (2608.0) 
66 36 52 58 60 29 (2904.0) 
66 5 7 52 58 60 (2711.0) 
34 7 40 52 56 29 (2760.0) 
66 40 48 52 25 29 (2579.0) 
34 5 7 40 48 60 (2557.0) 
34 5 7 52 58 62 (2663.0) 
34 40 9 52 56 29 (2610.0) 
66 3 36 40 52 58 (2577.0) 
36 40 48 52 25 60 (2677.0) 
66 3 52 56 58 60 (2564.0) 
66 25 58 60 29 62 (2592.0) 
36 5 48 56 60 29 (2562.0) 
66 5 40 48 58 60 (2663.0) 
34 36 7 40 56 29 (2668.0) 
34 7 9 52 58 60 (2598.0) 
66 40 52 56 60 29 (2810.0) 
66 5 40 34 48 58 (2586.0) 
66 3 48 58 60 29 (2563.0) 
66 40 9 34 52 29 (2581.0) 
5 7 40 58 60 29 (2790.0) 
40 56 25 58 29 62 (2583.0) 
66 52 58 60 29 62 (2873.0) 
34 36 5 56 60 29 (2590.0) 
36 40 52 25 58 60 (2730.0) 
7 40 9 52 58 60 (2687.0) 
36 7 48 56 60 29 (2678.0) 
66 5 7 52 56 29 (2566.0) 
66 7 34 52 58 62 (2648.0) 
66 5 48 52 58 62 (2566.0) 
36 7 40 48 52 62 (2705.0) 
34 40 48 52 25 29 (2566.0) 
34 5 52 60 29 62 (2721.0) 
66 5 40 52 56 62 (2571.0) 
34 36 40 48 58 62 (2692.0) 
66 36 5 40 48 58 (2637.0) 
66 5 34 58 60 29 (2748.0) 
36 7 40 52 58 29 (2934.0) 
66 5 34 52 58 62 (2638.0) 
34 36 40 9 52 58 (2627.0) 
36 5 52 56 60 62 (2574.0) 
40 48 52 25 60 62 (2585.0) 
7 9 52 56 58 29 (2645.0) 
34 36 7 48 58 29 (2718.0) 
66 48 52 58 60 29 (2853.0) 
66 5 34 60 29 62 (2643.0) 
66 36 56 60 29 62 (2650.0) 
36 5 58 60 29 62 (2711.0) 
36 7 48 52 56 62 (2607.0) 
66 48 52 58 29 62 (2725.0) 
34 5 7 40 58 62 (2661.0) 
34 36 40 48 56 60 (2628.0) 
3 7 40 60 29 62 (2602.0) 
34 36 5 7 58 62 (2575.0) 
66 7 40 48 52 56 (2573.0) 
36 40 48 52 58 29 (2934.0) 
5 40 58 60 29 62 (2795.0) 
3 5 7 52 58 29 (2559.0) 
5 40 48 52 56 29 (2588.0) 
66 40 34 48 56 58 (2560.0) 
3 36 48 58 60 29 (2624.0) 
66 36 40 48 56 62 (2567.0) 
34 5 7 58 29 62 (2670.0) 
66 40 34 48 58 60 (2716.0) 
66 48 52 56 60 29 (2685.0) 
66 36 40 48 58 29 (2814.0) 
36 52 56 25 60 29 (2587.0) 
66 36 40 48 52 29 (2804.0) 
36 5 40 56 58 62 (2613.0) 
3 40 56 60 29 62 (2580.0) 
66 36 7 56 58 60 (2651.0) 
66 5 56 58 60 29 (2659.0) 
34 5 7 52 60 62 (2619.0) 
36 48 52 56 58 29 (2791.0) 
34 7 40 56 58 29 (2764.0) 
34 5 7 58 60 62 (2628.0) 
66 36 48 56 29 62 (2573.0) 
40 48 52 58 60 29 (2936.0) 
66 5 40 52 58 62 (2701.0) 
66 36 40 48 58 60 (2822.0) 
34 5 7 40 56 29 (2625.0) 
34 7 40 48 52 58 (2714.0) 
34 36 5 7 60 29 (2639.0) 
40 9 52 56 58 60 (2685.0) 
66 5 7 48 52 58 (2563.0) 
66 7 40 52 60 29 (2867.0) 
3 36 40 48 58 29 (2620.0) 
66 36 48 56 58 29 (2663.0) 
34 7 40 48 56 29 (2582.0) 
66 36 7 34 48 58 (2602.0) 
66 40 48 52 58 62 (2718.0) 
66 40 48 58 60 29 (2840.0) 
36 7 40 48 56 60 (2661.0) 
36 48 25 58 60 62 (2591.0) 
40 48 25 58 60 62 (2595.0) 
66 36 48 58 60 29 (2838.0) 
66 7 40 34 48 58 (2607.0) 
66 36 7 58 60 29 (2804.0) 
34 36 40 48 56 29 (2648.0) 
66 40 48 56 58 29 (2666.0) 
36 5 52 58 60 29 (2810.0) 
66 48 52 25 58 29 (2602.0) 
66 5 40 58 60 62 (2712.0) 
66 36 5 40 60 62 (2615.0) 
34 36 40 48 52 58 (2798.0) 
66 5 40 34 58 60 (2734.0) 
3 40 52 56 58 62 (2609.0) 
66 7 40 48 58 60 (2733.0) 
66 40 48 52 56 60 (2670.0) 
34 36 5 58 60 62 (2637.0) 
34 7 58 60 29 62 (2757.0) 
34 36 7 40 48 56 (2558.0) 
66 40 34 48 58 29 (2712.0) 
34 9 52 58 29 62 (2627.0) 
34 7 40 56 58 62 (2685.0) 
36 40 48 52 56 58 (2781.0) 
66 7 40 48 52 29 (2719.0) 
34 5 48 58 29 62 (2591.0) 
7 40 48 52 58 60 (2831.0) 
36 40 48 56 58 29 (2771.0) 
66 5 52 58 29 62 (2710.0) 
66 48 52 56 58 60 (2692.0) 
3 7 48 52 60 29 (2567.0) 
66 40 25 60 29 62 (2577.0) 
36 40 48 58 60 29 (2921.0) 
34 40 9 52 29 62 (2617.0) 
34 5 7 52 56 58 (2640.0) 
34 5 40 9 58 29 (2603.0) 
3 36 48 52 58 29 (2637.0) 
66 3 52 56 58 29 (2564.0) 
3 36 40 60 29 62 (2583.0) 
66 34 48 58 60 29 (2733.0) 
34 36 5 40 58 62 (2670.0) 
34 5 52 56 60 62 (2607.0) 
34 36 5 7 29 62 (2573.0) 
40 52 25 60 29 62 (2674.0) 
36 5 7 40 52 62 (2626.0) 
34 40 52 58 29 62 (2888.0) 
34 5 40 48 52 58 (2677.0) 
66 3 40 52 60 29 (2670.0) 
36 5 40 48 58 62 (2637.0) 
5 40 52 25 60 29 (2587.0) 
34 3 7 40 52 60 (2569.0) 
66 52 25 58 29 62 (2582.0) 
36 5 40 48 56 29 (2567.0) 
5 7 52 58 29 62 (2733.0) 
66 34 48 52 58 29 (2724.0) 
34 5 40 52 60 62 (2714.0) 
3 36 52 58 29 62 (2622.0) 
52 56 25 60 29 62 (2566.0) 
5 52 56 58 60 62 (2671.0) 
34 7 52 56 29 62 (2690.0) 
66 36 34 52 58 62 (2660.0) 
34 5 48 58 60 62 (2571.0) 
5 7 40 48 52 58 (2643.0) 
66 36 5 48 52 58 (2646.0) 
40 9 56 58 29 62 (2637.0) 
7 40 9 56 58 60 (2591.0) 
40 52 56 25 58 60 (2640.0) 
34 7 40 52 58 29 (2895.0) 
66 36 40 34 52 56 (2607.0) 
5 40 48 52 58 29 (2748.0) 
34 36 5 52 58 62 (2672.0) 
40 52 25 58 29 62 (2701.0) 
66 36 7 58 60 62 (2680.0) 
3 40 52 56 60 29 (2642.0) 
7 52 56 25 58 60 (2565.0) 
34 52 25 58 60 29 (2671.0) 
66 36 34 58 60 29 (2784.0) 
34 5 7 40 48 52 (2572.0) 
66 40 34 52 56 29 (2700.0) 
66 5 34 52 60 62 (2638.0) 
5 7 48 52 58 60 (2639.0) 
34 40 58 60 29 62 (2853.0) 
5 40 48 52 60 29 (2725.0) 
66 7 40 52 56 60 (2721.0) 
66 3 7 52 58 29 (2621.0) 
66 40 25 58 29 62 (2577.0) 
66 7 34 52 58 60 (2767.0) 
66 48 52 25 60 29 (2603.0) 
36 40 9 52 29 62 (2625.0) 
66 36 34 52 58 29 (2775.0) 
34 3 52 58 29 62 (2593.0) 
66 7 40 58 60 29 (2877.0) 
66 36 40 52 56 58 (2720.0) 
34 36 52 58 60 29 (2884.0) 
5 40 52 25 58 60 (2590.0) 
36 7 52 25 58 29 (2660.0) 
36 5 40 48 29 62 (2630.0) 
7 40 52 56 29 62 (2795.0) 
66 36 48 52 58 62 (2707.0) 
34 36 52 25 58 60 (2609.0) 
34 7 40 9 58 29 (2623.0) 
34 36 7 40 52 56 (2665.0) 
66 3 7 52 60 29 (2621.0) 
36 40 52 56 25 60 (2575.0) 
66 7 9 52 58 60 (2592.0) 
7 52 56 25 60 29 (2560.0) 
36 9 52 56 60 29 (2605.0) 
66 34 52 56 60 29 (2721.0) 
66 40 34 25 60 29 (2560.0) 
66 5 40 52 56 29 (2636.0) 
3 36 7 52 58 29 (2663.0) 
36 5 7 40 52 58 (2729.0) 
66 7 40 56 29 62 (2640.0) 
34 7 40 9 52 60 (2579.0) 
40 48 52 56 60 62 (2695.0) 
36 40 56 25 58 29 (2593.0) 
36 5 48 52 56 58 (2588.0) 
34 36 40 52 56 29 (2755.0) 
66 40 42 52 60 29 (2582.0) 
34 3 40 52 56 58 (2561.0) 
36 5 52 56 60 29 (2649.0) 
34 5 48 52 58 62 (2586.0) 
34 7 40 48 52 62 (2599.0) 
36 7 40 56 58 29 (2789.0) 
66 48 52 58 60 62 (2733.0) 
48 52 25 58 60 29 (2708.0) 
5 40 9 58 29 62 (2566.0) 
66 7 56 58 29 62 (2654.0) 
34 36 48 52 56 62 (2577.0) 
36 7 40 52 58 62 (2817.0) 
5 52 56 58 60 29 (2745.0) 
34 52 58 60 29 62 (2856.0) 
36 40 48 52 58 62 (2825.0) 
34 5 40 48 58 62 (2584.0) 
66 7 40 58 60 62 (2762.0) 
40 48 52 58 29 62 (2836.0) 
66 7 40 52 60 62 (2751.0) 
34 40 56 58 60 29 (2812.0) 
36 7 40 60 29 62 (2777.0) 
34 36 5 48 52 60 (2646.0) 
36 7 48 52 58 29 (2848.0) 
66 40 34 52 29 62 (2741.0) 
66 36 7 48 29 62 (2599.0) 
36 7 40 25 58 60 (2623.0) 
66 48 52 56 60 62 (2602.0) 
5 7 52 60 29 62 (2689.0) 
66 36 40 48 58 62 (2703.0) 
34 7 40 48 52 56 (2579.0) 
66 7 40 58 29 62 (2758.0) 
66 5 7 52 56 60 (2568.0) 
34 5 58 60 29 62 (2730.0) 
7 48 58 60 29 62 (2726.0) 
36 48 52 56 58 62 (2709.0) 
66 7 48 52 56 58 (2595.0) 
66 5 34 52 56 29 (2591.0) 
66 36 7 34 52 60 (2671.0) 
3 7 58 60 29 62 (2617.0) 
66 5 40 52 58 29 (2796.0) 
34 5 52 56 58 60 (2685.0) 
36 9 52 58 29 62 (2637.0) 
40 48 25 58 29 62 (2600.0) 
66 7 34 58 60 62 (2657.0) 
36 40 9 48 60 29 (2618.0) 
34 42 52 58 60 29 (2568.0) 
34 48 52 58 29 62 (2717.0) 
36 7 40 56 58 62 (2710.0) 
36 7 48 52 56 60 (2680.0) 
34 5 40 52 58 60 (2816.0) 
66 36 48 56 58 62 (2581.0) 
66 9 52 56 58 60 (2587.0) 
36 7 9 52 60 29 (2613.0) 
66 7 40 34 52 56 (2611.0) 
34 36 40 58 60 29 (2871.0) 
40 48 25 58 60 29 (2693.0) 
3 36 7 58 29 62 (2557.0) 
66 36 48 58 60 62 (2718.0) 
7 48 56 60 29 62 (2607.0) 
34 5 40 52 56 60 (2668.0) 
34 36 40 48 56 62 (2570.0) 
3 36 7 58 60 29 (2638.0) 
66 40 34 48 56 29 (2557.0) 
66 7 40 48 52 58 (2722.0) 
66 36 7 48 56 60 (2575.0) 
5 7 40 56 29 62 (2613.0) 
66 36 5 7 58 60 (2625.0) 
66 36 5 40 60 29 (2711.0) 
5 7 40 56 58 60 (2644.0) 
34 40 48 58 60 62 (2694.0) 
66 36 5 34 58 29 (2651.0) 
34 5 40 56 58 29 (2712.0) 
7 40 48 25 58 60 (2588.0) 
66 36 5 34 52 58 (2646.0) 
34 36 48 25 58 29 (2577.0) 
66 5 40 34 56 60 (2582.0) 
66 40 34 48 58 62 (2606.0) 
34 36 48 56 29 62 (2578.0) 
66 36 34 48 52 58 (2702.0) 
34 36 7 58 60 29 (2785.0) 
66 9 48 52 58 60 (2558.0) 
